time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-12T08:31:35.550Z,19.3959999,-155.2831726,4.58,1.79,md,34,42,0.009017,0.26,hv,hv70078041,2018-04-12T08:34:57.800Z,"6km SW of Volcano, Hawaii",earthquake,0.44,0.59,0.3,20,automatic,hv,hv
2018-04-12T08:31:11.990Z,18.426,-67.6953,123,2.92,md,8,162,0.5856,0.36,pr,pr2018102004,2018-04-12T13:42:31.117Z,"48km WNW of Rincon, Puerto Rico",earthquake,3.95,2.48,0.18,8,reviewed,pr,pr
2018-04-12T08:25:34.090Z,38.774334,-122.7436676,0.38,2.51,md,33,77,0.01042,0.06,nc,nc72998646,2018-04-12T10:13:03.258Z,"1km ESE of The Geysers, CA",earthquake,0.22,0.31,0.21,12,automatic,nc,nc
2018-04-12T08:21:07.740Z,19.4123325,-155.2801666,5.82,1.91,md,33,28,0.006471,0.29,hv,hv70078026,2018-04-12T08:26:54.170Z,"4km WSW of Volcano, Hawaii",earthquake,0.51,0.74,0.21,20,automatic,hv,hv
2018-04-12T08:19:37.630Z,46.9065,-122.0033333,9.61,0.51,ml,5,160,0.04257,0.08,uw,uw61362307,2018-04-12T19:00:45.800Z,"20km ENE of Eatonville, Washington",earthquake,0.84,1.62,0.181,5,reviewed,uw,uw
2018-04-12T08:16:48.570Z,19.421833,-155.2779999,8.1,1.82,md,32,53,0.002938,0.27,hv,hv70078021,2018-04-12T08:22:33.170Z,"4km WSW of Volcano, Hawaii",earthquake,0.51,0.58,0.15,17,automatic,hv,hv
2018-04-12T08:09:37.730Z,19.3980007,-155.2831726,6.77,1.82,ml,36,37,0.009369,0.32,hv,hv70078011,2018-04-12T08:15:13.930Z,"5km SW of Volcano, Hawaii",earthquake,0.65,0.49,0.21,13,automatic,hv,hv
2018-04-12T08:04:10.815Z,63.1294,-149.8435,86.2,2.8,ml,,,,0.6,ak,ak19232437,2018-04-12T08:31:05.040Z,"53km WSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-04-12T08:03:04.680Z,44.7595,-111.1256667,9.97,1.69,ml,19,66,0.03913,0.13,uu,uu60277652,2018-04-12T14:17:47.900Z,"10km N of West Yellowstone, Montana",earthquake,0.45,0.63,0.296,2,reviewed,uu,uu
2018-04-12T08:01:16.090Z,38.0138333,-118.9183333,2.3,1.53,md,12,308,0.319,0.07,nc,nc72998636,2018-04-12T19:36:02.625Z,"19km ENE of Lee Vining, CA",earthquake,2.12,7.29,0.111,10,reviewed,nc,nc
2018-04-12T08:01:00.990Z,19.4096661,-155.27034,10.57,1.78,md,25,42,0.01016,0.25,hv,hv70077996,2018-04-12T08:04:14.650Z,"4km SW of Volcano, Hawaii",earthquake,0.67,0.62,0.18,17,automatic,hv,hv
2018-04-12T07:57:18.680Z,19.3983326,-155.2781677,7.67,1.91,md,32,44,0.00519,0.17,hv,hv70077991,2018-04-12T08:00:45.660Z,"5km SW of Volcano, Hawaii",earthquake,0.4,0.4,0.25,19,automatic,hv,hv
2018-04-12T07:56:52.870Z,43.6623,139.5499,213.25,5.1,mww,,33,2.246,0.68,us,us2000dypk,2018-04-12T08:30:18.229Z,"109km NW of Iwanai, Japan",earthquake,7.1,6.4,0.071,19,reviewed,us,us
2018-04-12T07:53:33.940Z,19.4181671,-155.2766724,4.5,1.93,ml,44,39,0.006614,0.32,hv,hv70077986,2018-04-12T07:59:11.870Z,"4km WSW of Volcano, Hawaii",earthquake,0.53,0.43,0.26,17,automatic,hv,hv
2018-04-12T07:53:13.987Z,61.7483,-148.5315,15,0.4,ml,,,,0.41,ak,ak19232433,2018-04-12T16:26:33.942Z,"17km ESE of Sutton-Alpine, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-04-12T07:47:26.880Z,33.0083333,-116.2288333,4.89,1.12,ml,38,80,0.1556,0.22,ci,ci38147904,2018-04-12T18:20:41.053Z,"18km SSW of Ocotillo Wells, CA",earthquake,0.26,1.54,0.085,20,reviewed,ci,ci
2018-04-12T07:47:05.590Z,19.4173336,-155.279007,9.33,1.8,md,27,50,0.004815,0.24,hv,hv70077976,2018-04-12T07:50:08.450Z,"4km WSW of Volcano, Hawaii",earthquake,0.58,0.64,0.14,14,automatic,hv,hv
2018-04-12T07:45:43.550Z,19.2973,-67.0891,10,3.11,md,9,257,0.8301,0.46,pr,pr2018102003,2018-04-12T13:42:01.989Z,"88km N of Isabela, Puerto Rico",earthquake,5.19,6.3,0.04,5,reviewed,pr,pr
2018-04-12T07:43:39.140Z,38.8321648,-122.8095016,2.24,0.88,md,11,57,0.008768,0.03,nc,nc72998631,2018-04-12T08:18:02.609Z,"8km W of Cobb, CA",earthquake,0.34,1.06,,1,automatic,nc,nc
2018-04-12T07:42:13.150Z,19.3953342,-155.2793274,8.09,1.95,ml,37,40,0.005366,0.19,hv,hv70077971,2018-04-12T07:47:56.810Z,"5km SW of Volcano, Hawaii",earthquake,0.43,0.26,0.23,8,automatic,hv,hv
2018-04-12T07:41:24.730Z,35.5993333,-118.3791667,2.52,1.84,ml,33,74,0.09815,0.12,ci,ci38147896,2018-04-12T18:01:26.150Z,"9km ESE of Lake Isabella, CA",earthquake,0.14,0.29,0.277,24,reviewed,ci,ci
2018-04-12T07:38:10.860Z,38.8406677,-122.7783356,3.51,0.57,md,10,101,0.002454,0.04,nc,nc72998621,2018-04-12T09:31:03.014Z,"5km WNW of Cobb, CA",earthquake,0.72,1.74,,1,automatic,nc,nc
2018-04-12T07:36:51.480Z,19.4018326,-155.2769928,7.57,1.72,md,30,39,0.007166,0.22,hv,hv70077966,2018-04-12T07:39:56.290Z,"5km SW of Volcano, Hawaii",earthquake,0.37,0.51,0.23,15,automatic,hv,hv
2018-04-12T07:28:15.050Z,19.4029999,-155.2850037,6.92,1.94,ml,35,29,0.01314,0.38,hv,hv70077946,2018-04-12T07:34:05.210Z,"5km WSW of Volcano, Hawaii",earthquake,0.58,0.66,0.23,13,automatic,hv,hv
2018-04-12T07:20:17.840Z,19.3703327,-155.2896729,8.04,1.84,ml,28,202,0.01778,0.31,hv,hv70077931,2018-04-12T07:26:01.440Z,"8km SW of Volcano, Hawaii",earthquake,1.04,0.68,0.2,8,automatic,hv,hv
2018-04-12T07:08:59.080Z,19.3978329,-155.279007,7.43,2.02,md,32,43,0.005626,0.24,hv,hv70077911,2018-04-12T07:12:10.880Z,"5km SW of Volcano, Hawaii",earthquake,0.42,0.5,0.2,18,automatic,hv,hv
2018-04-12T07:03:10.090Z,19.442667,-155.2713318,7.13,1.82,ml,29,99,0.01589,0.3,hv,hv70077901,2018-04-12T07:08:56.070Z,"3km WNW of Volcano, Hawaii",earthquake,0.85,0.72,0.36,4,automatic,hv,hv
2018-04-12T07:01:21.420Z,19.4109993,-155.2626648,8.73,1.8,ml,30,60,0.002845,0.33,hv,hv70077891,2018-04-12T07:07:06.280Z,"3km SW of Volcano, Hawaii",earthquake,1.2,0.74,0.3,11,automatic,hv,hv
2018-04-12T06:58:00.840Z,-4.1299,153.5941,181.15,4.4,mb,,137,1.428,0.73,us,us2000dytn,2018-04-12T11:28:26.040Z,"72km ENE of Taron, Papua New Guinea",earthquake,4.5,7.4,0.082,43,reviewed,us,us
2018-04-12T06:57:24.910Z,19.3843327,-155.272995,7.49,2,md,31,64,0.008517,0.31,hv,hv70077886,2018-04-12T07:00:55.980Z,"6km SW of Volcano, Hawaii",earthquake,0.68,0.49,0.2,19,automatic,hv,hv
2018-04-12T06:54:37.250Z,19.4821663,-155.3063354,2.03,2.26,ml,9,123,0.06254,0.27,hv,hv70077881,2018-04-12T07:00:41.000Z,"9km NW of Volcano, Hawaii",earthquake,1.43,4.04,0.23,3,automatic,hv,hv
2018-04-12T06:54:35.740Z,19.4023342,-155.2806702,7.72,1.86,ml,33,29,0.009593,0.22,hv,hv70077876,2018-04-12T07:00:27.560Z,"5km SW of Volcano, Hawaii",earthquake,0.46,0.48,0.19,4,automatic,hv,hv
2018-04-12T06:54:08.470Z,19.496666,-155.4733276,2.12,2.62,ml,8,127,0.03662,0.07,hv,hv70077871,2018-04-12T06:59:47.260Z,"25km WNW of Volcano, Hawaii",earthquake,0.53,2.08,0.21,3,automatic,hv,hv
2018-04-12T06:51:57.971Z,66.0515,-150.5985,0,1.4,ml,,,,0.83,ak,ak19232430,2018-04-12T07:02:15.326Z,"107km ESE of New Allakaket, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-04-12T06:51:50.970Z,46.9386667,-121.9893333,15.15,1.41,ml,9,134,0.008938,0.06,uw,uw61362217,2018-04-12T07:03:49.990Z,"22km ENE of Eatonville, Washington",earthquake,0.81,1.13,0.246,9,reviewed,uw,uw
2018-04-12T06:48:28.860Z,46.9361667,-121.9828333,14.35,2.08,ml,12,76,0.007512,0.1,uw,uw61362212,2018-04-12T14:51:06.084Z,"22km ENE of Eatonville, Washington",earthquake,0.44,0.62,0.258,6,reviewed,uw,uw
2018-04-12T06:47:45.430Z,19.3981667,-155.2785034,8.39,1.93,md,30,43,0.005367,0.21,hv,hv70077861,2018-04-12T06:50:56.470Z,"5km SW of Volcano, Hawaii",earthquake,0.49,0.52,0.19,19,automatic,hv,hv
2018-04-12T06:43:05.284Z,60.3821,-151.8739,76.5,1.8,ml,,,,0.47,ak,ak19232420,2018-04-12T06:49:27.249Z,"31km W of Cohoe, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-04-12T06:42:31.180Z,15.2989,-95.8808,10,4.6,mb,,184,3.421,0.81,us,us2000dyt6,2018-04-12T11:09:37.040Z,"72km SSE of Santa Maria Xadani, Mexico",earthquake,13.8,2,0.047,137,reviewed,us,us
2018-04-12T06:40:28.886Z,63.2441,-151.1568,4,1.4,ml,,,,0.57,ak,ak19232419,2018-04-12T06:49:27.496Z,"111km W of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2018-04-12T06:40:22.530Z,19.4125004,-155.2868347,7.31,1.83,ml,36,33,0.005748,0.21,hv,hv70077851,2018-04-12T06:46:04.090Z,"5km WSW of Volcano, Hawaii",earthquake,0.4,0.44,0.13,6,automatic,hv,hv
2018-04-12T06:39:58.780Z,46.9385,-121.9663333,12.23,2.96,ml,24,76,0.007755,0.13,uw,uw61362202,2018-04-12T16:06:57.597Z,"23km ENE of Eatonville, Washington",earthquake,0.34,0.67,0.238,13,reviewed,uw,uw
2018-04-12T06:33:54.010Z,36.24,-89.4815,7.16,1.66,md,15,65,0.0287,0.04,nm,nm60195582,2018-04-12T12:43:43.520Z,"2km SSE of Ridgely, Tennessee",earthquake,0.33,0.67,0.207,11,reviewed,nm,nm
2018-04-12T06:31:43.950Z,19.4004993,-155.2836609,6.32,2.01,md,29,28,0.01402,0.16,hv,hv70077841,2018-04-12T06:35:05.270Z,"5km SW of Volcano, Hawaii",earthquake,0.34,0.55,0.14,17,automatic,hv,hv
2018-04-12T06:28:12.130Z,19.3948326,-155.2626648,7.63,1.72,md,23,67,0.004648,0.25,hv,hv70077836,2018-04-12T06:31:23.210Z,"4km SSW of Volcano, Hawaii",earthquake,0.71,0.53,0.47,5,automatic,hv,hv
2018-04-12T06:24:40.590Z,38.7910004,-122.4421692,6.84,2.53,md,26,93,0.01537,0.16,nc,nc72998601,2018-04-12T09:05:03.865Z,"10km E of Hidden Valley Lake, CA",earthquake,0.3,0.62,0.2,23,automatic,nc,nc
2018-04-12T06:23:27.360Z,19.3938332,-155.276001,5.36,1.93,ml,40,47,0.002699,0.33,hv,hv70077826,2018-04-12T06:29:13.400Z,"5km SW of Volcano, Hawaii",earthquake,0.47,0.52,0.16,5,automatic,hv,hv
2018-04-12T06:12:40.410Z,19.3869991,-155.2751617,9.33,1.72,md,26,62,0.008448,0.31,hv,hv70077806,2018-04-12T06:15:48.710Z,"6km SW of Volcano, Hawaii",earthquake,1.05,0.63,0.32,12,automatic,hv,hv
2018-04-12T06:10:33.713Z,39.4411,-120.2898,8.2,0.4,ml,9,119.16,0.093,0.1494,nn,nn00630162,2018-04-12T17:48:49.896Z,"15km NW of Truckee, California",earthquake,,2.8,0,1,reviewed,nn,nn
2018-04-12T06:09:13.010Z,19.4013329,-155.2751617,7.15,1.88,ml,36,37,0.006104,0.34,hv,hv70077801,2018-04-12T06:15:05.900Z,"5km SW of Volcano, Hawaii",earthquake,0.63,0.71,0.31,5,automatic,hv,hv
2018-04-12T06:09:09.560Z,19.4619999,-155.2304993,10.11,2.07,ml,24,140,0.04237,0.32,hv,hv70077796,2018-04-12T06:14:52.570Z,"3km NNE of Volcano, Hawaii",earthquake,0.87,0.98,0.27,7,automatic,hv,hv
2018-04-12T06:07:12.370Z,37.6116667,-118.9615,4.47,1.16,md,23,116,0.005613,0.08,nc,nc72998596,2018-04-12T19:10:04.487Z,"3km SSE of Mammoth Lakes, CA",earthquake,0.3,0.27,0.201,19,reviewed,nc,nc
2018-04-12T06:06:15.570Z,57.4929,120.7969,9.73,4.7,mb,,58,6.388,0.56,us,us2000dyn3,2018-04-12T06:38:30.040Z,"166km ENE of Chara, Russia",earthquake,8.3,3.1,0.043,168,reviewed,us,us
2018-04-12T06:06:13.438Z,63.2689,-151.0817,13.5,0.4,ml,,,,0.57,ak,ak19232405,2018-04-12T16:19:49.264Z,"107km W of Cantwell, Alaska",earthquake,,2,,,reviewed,ak,ak
2018-04-12T06:03:31.130Z,32.7915,-115.461,9.37,1.54,ml,24,96,0.01825,0.24,ci,ci38147880,2018-04-12T17:57:11.893Z,"8km WSW of Holtville, CA",earthquake,0.43,0.63,0.114,14,reviewed,ci,ci
2018-04-12T06:02:49.090Z,19.3886662,-155.2861633,7.06,1.86,ml,33,65,0.004705,0.35,hv,hv70077786,2018-04-12T06:08:31.520Z,"6km SW of Volcano, Hawaii",earthquake,0.59,0.63,0.21,9,automatic,hv,hv
2018-04-12T05:58:36.690Z,19.4060001,-155.2886658,6.66,1.82,ml,36,34,0.009457,0.26,hv,hv70077781,2018-04-12T06:04:22.690Z,"6km WSW of Volcano, Hawaii",earthquake,0.44,0.53,0.25,5,automatic,hv,hv
2018-04-12T05:55:27.850Z,19.4068336,-155.2814941,7.42,1.86,md,38,27,0.01105,0.16,hv,hv70077776,2018-04-12T05:58:30.870Z,"5km WSW of Volcano, Hawaii",earthquake,0.37,0.39,0.2,20,automatic,hv,hv
2018-04-12T05:51:19.940Z,19.3803329,-155.2738342,7,2.03,ml,34,79,0.01311,0.27,hv,hv70077771,2018-04-12T05:57:03.540Z,"6km SW of Volcano, Hawaii",earthquake,0.48,0.43,0.3,12,automatic,hv,hv
2018-04-12T05:50:42.226Z,63.0442,-151.5169,10.2,1.5,ml,,,,0.93,ak,ak19232402,2018-04-12T06:08:02.505Z,"107km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-04-12T05:42:12.580Z,19.3705006,-155.2613373,4.63,2.07,ml,31,143,0.002269,0.38,hv,hv70077756,2018-04-12T05:47:53.980Z,"7km SSW of Volcano, Hawaii",earthquake,0.61,0.84,0.31,12,automatic,hv,hv
2018-04-12T05:39:37.800Z,38.7836685,-122.7460022,2.02,1.19,md,6,137,0.007264,0.02,nc,nc72998581,2018-04-12T08:23:02.634Z,"1km NE of The Geysers, CA",earthquake,2.89,1.22,,1,automatic,nc,nc
2018-04-12T05:38:45.970Z,19.4055004,-155.2726593,6.72,2.1,md,19,63,0.009553,0.15,hv,hv70077746,2018-04-12T05:41:49.400Z,"4km SW of Volcano, Hawaii",earthquake,0.79,1.3,0.13,12,automatic,hv,hv
2018-04-12T05:35:14.290Z,19.3976669,-155.2836609,6.91,1.86,ml,32,37,0.009729,0.25,hv,hv70077741,2018-04-12T05:40:58.860Z,"6km SW of Volcano, Hawaii",earthquake,0.56,0.55,0.23,8,automatic,hv,hv
2018-04-12T05:33:17.675Z,61.9443,-149.164,40.7,1.5,ml,,,,0.39,ak,ak19232399,2018-04-12T05:38:44.727Z,"22km N of Fishhook, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-04-12T05:32:14.030Z,19.4143333,-155.2741699,9.15,1.88,md,27,30,0.01086,0.25,hv,hv70077736,2018-04-12T05:35:34.220Z,"4km WSW of Volcano, Hawaii",earthquake,0.54,0.67,0.2,14,automatic,hv,hv
2018-04-12T05:29:21.470Z,19.4009991,-155.2763367,7.48,1.94,ml,35,43,0.006152,0.26,hv,hv70077726,2018-04-12T05:34:58.670Z,"5km SW of Volcano, Hawaii",earthquake,0.64,0.53,0.27,8,automatic,hv,hv
2018-04-12T05:23:46.875Z,60.0871,-152.0886,57,2.7,ml,,,,0.65,ak,ak19232390,2018-04-12T05:37:51.040Z,"37km NNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-04-12T05:18:48.570Z,34.3445,-116.9313333,2.36,1.67,ml,51,67,0.08246,0.21,ci,ci38147856,2018-04-12T13:06:13.178Z,"11km N of Big Bear Lake, CA",earthquake,0.27,0.55,0.167,28,reviewed,ci,ci
2018-04-12T05:17:59.690Z,19.3924999,-155.290329,6.57,1.84,md,31,61,0.00426,0.28,hv,hv70077711,2018-04-12T05:21:24.200Z,"6km SW of Volcano, Hawaii",earthquake,0.53,0.61,0.35,16,automatic,hv,hv
2018-04-12T05:13:13.860Z,19.3951664,-155.2758331,6.47,1.94,md,25,44,0.01023,0.27,hv,hv70077701,2018-04-12T05:16:36.210Z,"5km SW of Volcano, Hawaii",earthquake,0.56,0.7,0.14,16,automatic,hv,hv
2018-04-12T05:11:43.600Z,37.6635,-118.8633333,0.02,0.68,md,8,172,0.03272,0.04,nc,nc72998556,2018-04-12T17:50:04.062Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.73,0.4,0.152,7,reviewed,nc,nc
2018-04-12T05:09:48.180Z,33.901,-116.9025,14.14,0.79,ml,24,84,0.1103,0.1,ci,ci38147848,2018-04-12T17:50:37.968Z,"4km SW of Banning, CA",earthquake,0.23,0.65,0.223,16,reviewed,ci,ci
2018-04-12T05:08:20.490Z,19.373333,-155.2888336,3.79,2.23,ml,34,104,0.01475,0.39,hv,hv70077686,2018-04-12T05:14:05.050Z,"8km SW of Volcano, Hawaii",earthquake,0.67,0.93,0.23,19,automatic,hv,hv
2018-04-12T05:02:43.890Z,19.4098339,-155.2810059,8.53,2.01,md,28,44,0.008316,0.27,hv,hv70077681,2018-04-12T05:06:07.800Z,"5km WSW of Volcano, Hawaii",earthquake,0.55,0.68,0.28,10,automatic,hv,hv
2018-04-12T05:02:40.910Z,19.4104996,-155.263504,9.06,2.12,md,14,90,0.01696,0.19,hv,hv70077676,2018-04-12T05:05:48.810Z,"3km SW of Volcano, Hawaii",earthquake,0.79,0.62,0.2,7,automatic,hv,hv
2018-04-12T04:57:06.793Z,63.1578,-149.1762,3.4,2.1,ml,,,,0.54,ak,ak19232380,2018-04-12T05:06:34.746Z,"28km SSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-04-12T04:56:58.890Z,33.4756667,-116.8008333,11.7,0.41,ml,13,252,0.1041,0.22,ci,ci38147688,2018-04-12T17:47:03.043Z,"7km ENE of Aguanga, CA",earthquake,1.28,31.61,0.089,7,reviewed,ci,ci
2018-04-12T04:51:41.760Z,19.435833,-155.2713318,8.97,2.05,ml,36,94,0.009366,0.24,hv,hv70077656,2018-04-12T04:57:26.520Z,"3km W of Volcano, Hawaii",earthquake,0.52,0.54,0.26,11,automatic,hv,hv
2018-04-12T04:48:25.390Z,38.8223343,-122.7811661,0.68,0.78,md,6,96,0.00907,0.01,nc,nc72998551,2018-04-12T05:19:01.466Z,"5km W of Cobb, CA",earthquake,0.36,0.64,0.23,2,automatic,nc,nc
2018-04-12T04:46:52.680Z,44.7605,-111.1278333,10.42,1.6,ml,15,94,0.03877,0.11,uu,uu60277642,2018-04-12T17:32:44.810Z,"11km N of West Yellowstone, Montana",earthquake,0.57,0.71,0.225,2,reviewed,uu,uu
2018-04-12T04:43:15.690Z,19.4069996,-155.2910004,7.79,2.3,md,29,32,0.008508,0.31,hv,hv70077646,2018-04-12T04:46:31.740Z,"6km WSW of Volcano, Hawaii",earthquake,0.57,0.78,0.22,15,automatic,hv,hv
2018-04-12T04:36:58.509Z,59.2852,-153.6084,102.4,2.7,ml,,,,0.69,ak,ak19232367,2018-04-12T04:46:22.441Z,"90km SE of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-04-12T04:36:10.260Z,19.3945007,-155.2841644,9.52,2.09,md,27,54,0.009969,0.28,hv,hv70077636,2018-04-12T04:39:28.650Z,"6km SW of Volcano, Hawaii",earthquake,0.54,0.62,0.22,13,automatic,hv,hv
2018-04-12T04:23:09.110Z,19.4069996,-155.2640076,8.28,1.78,ml,35,34,0.006388,0.29,hv,hv70077621,2018-04-12T04:28:52.020Z,"3km SW of Volcano, Hawaii",earthquake,0.5,0.39,0.13,4,automatic,hv,hv
2018-04-12T04:20:45.090Z,18.1596,-67.6256,69,2.71,md,18,164,0.2683,0.25,pr,pr2018102002,2018-04-12T07:15:56.680Z,"43km WSW of Stella, Puerto Rico",earthquake,1.02,0.9,0.49,17,reviewed,pr,pr
2018-04-12T04:06:45.730Z,33.4828333,-116.4525,7.19,0.59,ml,20,134,0.09839,0.12,ci,ci38147680,2018-04-12T17:42:41.827Z,"22km ESE of Anza, CA",earthquake,0.24,0.74,0.089,14,reviewed,ci,ci
2018-04-12T04:05:52.930Z,38.8156662,-122.7958298,2.63,0.9,md,20,57,0.007698,0.04,nc,nc72998546,2018-04-12T04:22:03.161Z,"6km NW of The Geysers, CA",earthquake,0.28,0.57,0.18,5,automatic,nc,nc
2018-04-12T04:00:30.750Z,15.3269,-94.0168,43.18,4.5,mwr,,163,2.043,1.01,us,us2000dylc,2018-04-12T04:10:28.040Z,"79km SSW of Paredon, Mexico",earthquake,4.4,10.6,0.098,10,reviewed,us,us
2018-04-12T03:57:37.310Z,19.3988342,-155.2711639,9.15,2.4,md,32,34,0.004167,0.28,hv,hv70077576,2018-04-12T04:00:48.230Z,"4km SW of Volcano, Hawaii",earthquake,0.55,0.45,0.14,19,automatic,hv,hv
2018-04-12T03:52:25.700Z,19.3848324,-155.2644958,1.64,2.05,ml,22,52,0.01247,0.37,hv,hv70077566,2018-04-12T03:58:00.720Z,"5km SSW of Volcano, Hawaii",earthquake,0.56,0.46,0.29,9,automatic,hv,hv
2018-04-12T03:52:23.380Z,19.388834,-155.2859955,7,2.01,ml,29,64,0.004645,0.36,hv,hv70077571,2018-04-12T03:58:17.870Z,"6km SW of Volcano, Hawaii",earthquake,0.6,0.8,0.26,10,automatic,hv,hv
