time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-04-12T03:50:06.372Z,62.704,-149.1895,0,1.8,ml,,,,0.62,ak,ak19232232,2018-04-12T03:54:00.470Z,"63km NE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-12T03:47:29.290Z,33.532,-116.722,2.62,0.23,ml,15,83,0.03568,0.12,ci,ci38147672,2018-04-12T17:34:52.070Z,"5km WSW of Anza, CA",earthquake,0.3,0.23,0.158,6,reviewed,ci,ci
2018-04-12T03:36:02.610Z,61.7512,-148.195,12.4,1.7,ml,,,,0.63,ak,ak19232215,2018-04-12T03:43:04.006Z,"34km E of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-12T03:30:04.120Z,-20.989,-178.9321,611.32,4.7,mb,,86,4.302,1.05,us,us2000dykx,2018-04-12T03:44:04.040Z,"44km SSW of Ndoi Island, Fiji",earthquake,14.1,9,0.044,159,reviewed,us,us
2018-04-12T03:27:56.030Z,37.5501667,-118.8281667,1.78,1.19,md,14,235,0.0398,0.07,nc,nc72998526,2018-04-12T18:43:02.356Z,"13km W of Toms Place, CA",earthquake,0.72,1.07,0.216,11,reviewed,nc,nc
2018-04-12T03:26:10.320Z,19.4018326,-155.2741699,9.75,1.9,md,24,45,0.00645,0.26,hv,hv70077531,2018-04-12T03:29:29.880Z,"4km SW of Volcano, Hawaii",earthquake,0.84,0.93,0.19,12,automatic,hv,hv
2018-04-12T03:23:38.330Z,38.8243332,-122.8105011,1.63,0.88,md,7,108,0.0009945,0.02,nc,nc72998521,2018-04-12T03:45:02.944Z,"7km NW of The Geysers, CA",earthquake,0.47,0.85,,1,automatic,nc,nc
2018-04-12T03:10:48.780Z,19.4061661,-155.2801666,7.82,2.14,md,33,30,0.01202,0.24,hv,hv70077506,2018-04-12T03:14:10.940Z,"5km WSW of Volcano, Hawaii",earthquake,0.46,0.48,0.22,20,automatic,hv,hv
2018-04-12T03:02:29.960Z,44.4191667,-110.4251667,8.52,1,md,8,87,0.1041,0.12,uu,uu60277637,2018-04-12T17:36:56.200Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.47,1.01,0.294,3,reviewed,uu,uu
2018-04-12T03:00:52.010Z,19.4179993,-155.2723389,9.38,1.91,ml,30,39,0.00835,0.32,hv,hv70077476,2018-04-12T03:06:27.990Z,"3km WSW of Volcano, Hawaii",earthquake,0.7,0.57,0.24,7,automatic,hv,hv
2018-04-12T02:53:17.376Z,63.4409,-148.5498,7,1.1,ml,,,,0.42,ak,ak19232211,2018-04-12T03:00:23.891Z,"20km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-04-12T02:51:28.410Z,19.4063339,-155.2966614,4.66,1.85,ml,38,44,0.003169,0.24,hv,hv70077471,2018-04-12T02:57:11.020Z,"6km WSW of Volcano, Hawaii",earthquake,0.35,0.54,0.23,11,automatic,hv,hv
2018-04-12T02:46:20.250Z,44.4185,-110.4246667,7.57,1.68,ml,15,86,0.1036,0.18,uu,uu60277632,2018-04-12T14:57:22.630Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.39,0.73,0.035,2,reviewed,uu,uu
2018-04-12T02:40:45.110Z,19.4106674,-155.2814941,6.09,1.96,ml,40,25,0.001462,0.23,hv,hv70077456,2018-04-12T02:46:29.960Z,"5km WSW of Volcano, Hawaii",earthquake,0.43,0.4,0.22,13,automatic,hv,hv
2018-04-12T02:39:19.800Z,44.4206667,-110.4221667,8.47,1.38,ml,10,88,0.1025,0.11,uu,uu60277622,2018-04-12T18:29:13.080Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.38,0.94,0.042,2,reviewed,uu,uu
2018-04-12T02:37:17.700Z,44.4178333,-110.4263333,8.15,1.25,ml,9,102,0.1046,0.1,uu,uu60277612,2018-04-12T18:10:01.310Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.33,0.96,0.073,2,reviewed,uu,uu
2018-04-12T02:36:25.600Z,44.4221667,-110.422,2.92,-0.05,md,5,150,0.1028,0.12,uu,uu60015539,2018-04-12T18:19:23.050Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.48,31.61,0.11,3,reviewed,uu,uu
2018-04-12T02:36:12.520Z,44.4195,-110.4221667,7.43,1.03,md,14,95,0.1021,0.14,uu,uu60015534,2018-04-12T18:12:37.780Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.34,0.71,0.258,6,reviewed,uu,uu
2018-04-12T02:35:59.440Z,44.419,-110.4218333,7.38,1.1,ml,13,86,0.1018,0.18,uu,uu60277607,2018-04-12T18:13:41.940Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.4,0.87,0.068,2,reviewed,uu,uu
2018-04-12T02:14:17.150Z,19.4029999,-155.2806702,7.33,2.04,ml,31,46,0.008989,0.27,hv,hv70077426,2018-04-12T02:20:13.850Z,"5km SW of Volcano, Hawaii",earthquake,0.46,0.42,0.22,18,automatic,hv,hv
2018-04-12T02:14:15.230Z,19.3951664,-155.2741699,5.42,2.04,ml,29,42,0.0005363,0.23,hv,hv70077421,2018-04-12T02:20:02.800Z,"5km SW of Volcano, Hawaii",earthquake,0.48,0.67,0.31,18,automatic,hv,hv
2018-04-12T02:00:01.810Z,19.2568,-68.0363,61,2.77,md,16,221,0.8191,0.73,pr,pr2018102000,2018-04-12T02:50:28.144Z,"84km NNE of Punta Cana, Dominican Republic",earthquake,3.62,10.35,0.21,16,reviewed,pr,pr
2018-04-12T01:51:59.010Z,19.3911667,-155.2819977,3.68,2.08,ml,31,41,0.004618,0.22,hv,hv70077371,2018-04-12T01:57:41.550Z,"6km SW of Volcano, Hawaii",earthquake,0.33,0.49,0.32,6,automatic,hv,hv
2018-04-12T01:50:50.020Z,-10.3278,119.1748,35.35,4.4,mb,,96,3.457,1.01,us,us2000dyjv,2018-04-12T02:00:00.040Z,"66km SSW of Bogorawatu, Indonesia",earthquake,7,9.7,0.162,11,reviewed,us,us
2018-04-12T01:48:05.980Z,38.8023338,-122.8171692,2.6,1,md,15,83,0.01143,0.04,nc,nc72998501,2018-04-12T01:49:42.503Z,"6km WNW of The Geysers, CA",earthquake,0.33,0.66,,1,automatic,nc,nc
2018-04-12T01:47:54.650Z,38.8026657,-122.8170013,2.37,2.24,md,30,82,0.01135,0.04,nc,nc72998496,2018-04-12T05:57:03.679Z,"6km WNW of The Geysers, CA",earthquake,0.22,0.35,0.15,7,automatic,nc,nc
2018-04-12T01:41:53.310Z,37.68,-118.865,0.29,1.26,md,14,170,0.03477,0.1,nc,nc72998486,2018-04-12T18:17:03.218Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.49,1.05,0.264,12,reviewed,nc,nc
2018-04-12T01:36:33.490Z,19.4130001,-155.2734985,12.49,1.73,ml,23,49,0.007072,0.26,hv,hv70077331,2018-04-12T01:42:17.970Z,"4km WSW of Volcano, Hawaii",earthquake,0.78,0.67,0.34,4,automatic,hv,hv
2018-04-12T01:36:24.340Z,38.578167,-123.1791687,10.53,1.57,md,8,213,0.374,0.08,nc,nc72998481,2018-04-12T02:42:02.619Z,"9km NE of Fort Ross, CA",earthquake,1.97,1.65,0.19,2,automatic,nc,nc
2018-04-12T01:35:43.518Z,59.7124,-153.0235,91.5,2,ml,,,,0.69,ak,ak19232204,2018-04-12T01:52:42.959Z,"67km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-04-12T01:33:21.400Z,36.2825,-97.501,6.89,2.7,mb_lg,,27,0.216,0.37,us,us2000dyjk,2018-04-12T13:35:30.435Z,"19km W of Perry, Oklahoma",earthquake,1.2,6.5,0.07,53,reviewed,us,us
2018-04-12T01:14:12.943Z,62.1601,-150.4212,11.3,1.9,ml,,,,0.65,ak,ak19232196,2018-04-12T01:30:32.152Z,"24km SW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-12T01:09:15.100Z,33.4963333,-116.8016667,3.98,2.11,ml,90,22,0.08738,0.21,ci,ci38147632,2018-04-12T17:29:39.460Z,"8km NE of Aguanga, CA",earthquake,0.13,0.43,0.177,26,reviewed,ci,ci
2018-04-12T01:05:28.450Z,44.415,-110.4133333,9.6,1.92,ml,19,86,0.09486,0.17,uu,uu60277597,2018-04-12T14:50:39.280Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.38,0.76,0.044,3,reviewed,uu,uu
2018-04-12T00:56:03.070Z,19.3956661,-155.2833405,6.08,1.75,ml,33,42,0.009159,0.19,hv,hv70077246,2018-04-12T01:01:48.870Z,"6km SW of Volcano, Hawaii",earthquake,0.39,0.45,0.22,6,automatic,hv,hv
2018-04-12T00:50:21.020Z,33.5073333,-116.7973333,4.94,0.23,ml,14,200,0.0766,0.1,ci,ci38147624,2018-04-12T16:57:03.148Z,"10km NE of Aguanga, CA",earthquake,0.34,0.96,0.151,4,reviewed,ci,ci
2018-04-12T00:48:19.780Z,44.75,-111.1003333,10.5,-0.04,md,9,84,0.04637,0.09,uu,uu60277592,2018-04-12T17:38:00.380Z,"9km N of West Yellowstone, Montana",earthquake,0.76,1.12,0.221,6,reviewed,uu,uu
2018-04-12T00:45:51.320Z,19.7123,-73.0992,10,4,mb,,57,1.404,1.05,us,us2000dyja,2018-04-12T08:06:25.995Z,"10km NNW of Anse Rouge, Haiti",earthquake,4.3,1.4,0.298,3,reviewed,us,us
2018-04-12T00:40:56.780Z,37.6806667,-118.8646667,0.78,0.85,md,12,171,0.03504,0.09,nc,nc72998461,2018-04-12T17:24:02.924Z,"11km ENE of Mammoth Lakes, CA",earthquake,0.43,2.22,0.344,10,reviewed,nc,nc
2018-04-12T00:34:23.320Z,19.1901667,-155.4038333,31.94,1.57,md,17,177,0.04747,0.11,hv,hv70077206,2018-04-12T00:51:16.740Z,"8km ESE of Pahala, Hawaii",earthquake,0.76,1.06,0.043,8,reviewed,hv,hv
2018-04-12T00:30:19.970Z,19.390667,-155.280838,7.3,1.87,ml,36,51,0.004196,0.24,hv,hv70077196,2018-04-12T00:36:03.240Z,"6km SW of Volcano, Hawaii",earthquake,0.46,0.46,1.8,17,automatic,hv,hv
2018-04-12T00:30:13.820Z,44.7326667,-111.126,8.13,0.39,md,10,81,0.05321,0.13,uu,uu60277587,2018-04-12T17:34:50.430Z,"8km NNW of West Yellowstone, Montana",earthquake,0.86,1.89,0.131,9,reviewed,uu,uu
2018-04-12T00:04:27.310Z,19.3901672,-155.2893372,3.42,1.99,ml,32,64,0.0044,0.31,hv,hv70077171,2018-04-12T00:10:12.120Z,"7km SW of Volcano, Hawaii",earthquake,0.45,0.62,0.23,11,automatic,hv,hv
2018-04-12T00:00:04.100Z,17.8423,-66.8258,3,2.16,md,3,257,0.2527,0.04,pr,pr2018102001,2018-04-12T05:31:17.553Z,"16km SSE of Guanica, Puerto Rico",earthquake,4.7,7.36,0.06,3,reviewed,pr,pr
2018-04-11T23:54:31.260Z,18.9336662,-155.4146729,19.53,2.01,md,30,244,0.1987,0.14,hv,hv70077161,2018-04-11T23:57:51.460Z,"30km SSE of Pahala, Hawaii",earthquake,1.51,2.6,0.14,7,automatic,hv,hv
2018-04-11T23:54:01.350Z,7.3264,126.5159,156.77,4.9,mb,,115,0.963,0.8,us,us2000dyij,2018-04-12T00:10:54.040Z,"1km S of San Pedro, Philippines",earthquake,10,6.1,0.064,77,reviewed,us,us
2018-04-11T23:50:00.407Z,63.9838,-148.6822,5.4,1.5,ml,,,,0.49,ak,ak19232159,2018-04-11T23:54:50.265Z,"19km NE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-04-11T23:41:42.140Z,19.4839993,-155.3554993,17.06,2.34,ml,24,184,0.07924,0.26,hv,hv70077141,2018-04-11T23:47:25.830Z,"13km WNW of Volcano, Hawaii",earthquake,1.45,1.03,0.24,15,automatic,hv,hv
2018-04-11T23:36:18.722Z,65.0991,-148.7124,21,0.4,ml,,,,0.55,ak,ak19232154,2018-04-11T23:46:58.564Z,"43km NW of Ester, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-04-11T23:25:46.710Z,14.2379,-92.7486,35,4.2,mb,,185,1.614,0.99,us,us2000dyhi,2018-04-11T23:44:27.040Z,"64km SSW of Puerto Madero, Mexico",earthquake,5.5,2,0.104,26,reviewed,us,us
2018-04-11T23:17:46.730Z,19.3943329,-155.2831726,7.32,2.05,ml,32,69,0.007881,0.3,hv,hv70077096,2018-04-11T23:23:31.440Z,"6km SW of Volcano, Hawaii",earthquake,0.63,0.48,0.28,22,automatic,hv,hv
2018-04-11T23:14:15.821Z,61.6905,-141.7897,13.4,1.6,ml,,,,0.2,ak,ak19232011,2018-04-11T23:21:59.592Z,"141km E of Chitina, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-04-11T23:12:31.680Z,18.6261,-65.3175,82,3.1,md,4,328,0.7188,0.58,pr,pr2018101019,2018-04-12T12:57:10.026Z,"35km N of Culebra, Puerto Rico",earthquake,9.67,8.91,0.14,3,reviewed,pr,pr
2018-04-11T23:12:08.390Z,37.6046667,-118.9768333,0.28,1.08,md,16,119,0.01839,0.05,nc,nc72998441,2018-04-12T00:30:02.929Z,"4km S of Mammoth Lakes, CA",earthquake,0.5,0.34,0.371,15,reviewed,nc,nc
2018-04-11T23:09:49.010Z,18.7121,-65.0973,78,3.16,md,4,334,0.9433,0.39,pr,pr2018101018,2018-04-12T05:30:30.194Z,"44km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,7.28,9.13,0.1,4,reviewed,pr,pr
2018-04-11T23:06:33.913Z,65.0631,-147.1722,4.8,1.3,ml,,,,0.87,ak,ak19232010,2018-04-11T23:16:18.558Z,"33km NNE of Badger, Alaska",earthquake,,2.1,,,automatic,ak,ak
2018-04-11T23:03:51.640Z,33.4781667,-116.7901667,4.71,0.38,ml,10,158,0.09757,0.08,ci,ci38147600,2018-04-12T00:37:55.865Z,"8km ENE of Aguanga, CA",earthquake,0.31,0.28,0.105,7,reviewed,ci,ci
2018-04-11T22:48:55.220Z,60.6773,-150.15,43.1,1.9,ml,,,,0.33,ak,ak19232007,2018-04-11T22:52:38.285Z,"37km ENE of Sterling, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-04-11T22:48:51.370Z,19.3953342,-155.2706604,9.53,1.79,md,21,37,0.00524,0.21,hv,hv70077066,2018-04-11T22:52:05.910Z,"5km SW of Volcano, Hawaii",earthquake,0.55,0.78,0.19,16,automatic,hv,hv
2018-04-11T22:25:24.200Z,38.7686653,-122.7331696,1.79,1.02,md,8,177,0.01327,0.03,nc,nc72998426,2018-04-12T00:56:03.072Z,"2km ESE of The Geysers, CA",earthquake,0.47,0.75,0.26,4,automatic,nc,nc
2018-04-11T22:25:10.860Z,33.6443333,-116.755,12.62,0.63,ml,13,98,0.05108,0.08,ci,ci38147592,2018-04-11T22:42:59.789Z,"11km SSW of Idyllwild, CA",earthquake,0.24,0.44,0.092,10,reviewed,ci,ci
2018-04-11T22:03:38.670Z,39.0231667,-123.1679993,4.11,1.11,md,10,168,0.2665,0.09,nc,nc72998421,2018-04-12T00:29:01.922Z,"12km S of Talmage, CA",earthquake,3.51,9,,1,automatic,nc,nc
2018-04-11T21:54:05.252Z,63.3009,-149.7977,96.7,1.9,ml,,,,0.44,ak,ak19231999,2018-04-11T22:05:42.337Z,"43km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-04-11T21:42:33.339Z,61.6975,-141.7881,14.4,1.4,ml,,,,0.32,ak,ak19231992,2018-04-11T22:04:01.714Z,"142km E of Chitina, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-04-11T21:41:47.350Z,44.4195,-110.4221667,6.68,1.66,ml,12,87,0.1021,0.11,uu,uu60277562,2018-04-11T21:58:24.430Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.36,1.02,0.118,3,reviewed,uu,uu
2018-04-11T21:39:02.796Z,63.5602,-150.8068,9.7,2.1,ml,,,,0.8,ak,ak19231988,2018-04-11T22:04:01.423Z,"94km WNW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-04-11T21:27:16.220Z,44.4173333,-110.4255,2.89,0.15,md,5,155,0.1039,0.11,uu,uu60015524,2018-04-12T18:01:10.200Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.45,7.83,0.415,3,reviewed,uu,uu
2018-04-11T21:26:59.050Z,44.4118333,-110.4221667,5.44,0.39,md,9,99,0.1003,0.13,uu,uu60015519,2018-04-12T17:49:19.850Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.33,1.79,0.254,2,reviewed,uu,uu
2018-04-11T21:26:19.280Z,44.4143333,-110.4218333,5.68,0.47,md,8,98,0.1006,0.09,uu,uu60277557,2018-04-12T17:27:01.080Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.31,1.98,0.196,2,reviewed,uu,uu
2018-04-11T21:25:55.260Z,44.4135,-110.4281667,3.27,0.13,md,5,160,0.1049,0.08,uu,uu60015529,2018-04-12T18:05:19.090Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.44,31.61,0.431,3,reviewed,uu,uu
2018-04-11T21:22:28.190Z,44.4175,-110.4205,6.84,1.77,ml,14,86,0.1005,0.1,uu,uu60277552,2018-04-11T22:40:24.070Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.29,0.73,0.091,3,reviewed,uu,uu
2018-04-11T21:18:13.760Z,19.3823338,-155.287674,6.57,2.09,md,17,78,0.009685,0.15,hv,hv70076946,2018-04-11T21:21:20.860Z,"7km SW of Volcano, Hawaii",earthquake,0.4,0.77,0.33,7,automatic,hv,hv
2018-04-11T21:17:03.370Z,44.4246667,-110.4231667,3.03,1.57,ml,11,98,0.1043,0.09,uu,uu60277547,2018-04-11T22:33:02.840Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.32,1.13,0.123,2,reviewed,uu,uu
2018-04-11T21:14:45.550Z,49.1598333,-120.6345,-0.39,2.23,ml,18,140,0.5629,1.63,uw,uw61362137,2018-04-12T01:14:12.130Z,"34km SSW of Princeton, Canada",explosion,4.84,8.85,0.137,10,reviewed,uw,uw
2018-04-11T21:13:56.870Z,44.4176667,-110.4158333,7.26,2.1,ml,18,95,0.09727,0.17,uu,uu60277537,2018-04-11T21:35:27.690Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.33,0.76,0.099,3,reviewed,uu,uu
2018-04-11T21:12:13.710Z,44.4166667,-110.4185,7.2,1.59,ml,17,86,0.09886,0.14,uu,uu60277522,2018-04-12T16:23:43.770Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.32,0.71,0.035,2,reviewed,uu,uu
2018-04-11T21:10:56.910Z,-10.1737,119.3274,35,4.5,mb,,83,3.252,0.8,us,us2000dydn,2018-04-11T21:30:02.040Z,"46km S of Bogorawatu, Indonesia",earthquake,8,2,0.096,32,reviewed,us,us
2018-04-11T21:06:00.080Z,44.4165,-110.4145,8.47,1.75,ml,17,86,0.09604,0.18,uu,uu60277517,2018-04-12T16:17:31.880Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.4,0.95,0.11,3,reviewed,uu,uu
2018-04-11T21:04:20.420Z,44.4225,-110.415,7.37,1.76,ml,16,82,0.09809,0.18,uu,uu60277512,2018-04-12T15:04:04.620Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.43,0.92,0.107,3,reviewed,uu,uu
2018-04-11T21:02:06.950Z,44.4158333,-110.4166667,7.59,1.79,ml,18,86,0.09738,0.18,uu,uu60277502,2018-04-12T15:58:29.060Z,"33km E of Old Faithful Geyser, Wyoming",earthquake,0.39,0.74,0.118,3,reviewed,uu,uu
2018-04-11T20:59:53.640Z,19.4921665,-155.4408264,1.24,2.06,ml,25,81,0.04026,0.16,hv,hv70076931,2018-04-11T21:05:30.010Z,"22km WNW of Volcano, Hawaii",earthquake,0.44,1.46,4.45,4,automatic,hv,hv
2018-04-11T20:57:44.870Z,-10.3391,119.0474,10,4.6,mb,,97,3.573,1,us,us2000dyd0,2018-04-11T22:30:08.040Z,"71km S of Kahale, Indonesia",earthquake,3.3,1.9,0.081,45,reviewed,us,us
2018-04-11T20:51:37.780Z,34.0261667,-118.185,13.31,1.51,ml,24,69,0.01959,0.17,ci,ci38147552,2018-04-11T22:37:28.014Z,"2km WSW of East Los Angeles, CA",earthquake,0.29,0.47,0.13,13,reviewed,ci,ci
2018-04-11T20:41:35.440Z,19.3786659,-155.2839966,6.79,2.02,ml,29,86,0.008116,0.24,hv,hv70076911,2018-04-11T20:47:18.000Z,"7km SW of Volcano, Hawaii",earthquake,0.5,0.67,0.22,8,automatic,hv,hv
2018-04-11T20:38:15.780Z,44.4155,-110.4255,5.03,0.88,md,7,108,0.1035,0.1,uu,uu60277482,2018-04-11T22:41:28.230Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.29,31.61,0.322,4,reviewed,uu,uu
2018-04-11T20:36:31.030Z,35.7103348,-121.0238342,7.05,0.96,md,7,140,0.1161,0.02,nc,nc72998396,2018-04-11T21:14:02.267Z,"13km W of Lake Nacimiento, CA",earthquake,0.43,1.13,0.21,6,automatic,nc,nc
2018-04-11T20:34:49.820Z,33.8383333,-118.2166667,11.66,1.78,ml,23,122,0.05014,0.27,ci,ci38147536,2018-04-11T22:22:36.914Z,"6km NW of Signal Hill, CA",earthquake,0.63,0.55,0.235,20,reviewed,ci,ci
2018-04-11T20:33:37.430Z,44.4175,-110.4246667,4.16,1.64,ml,13,102,0.1033,0.12,uu,uu60277472,2018-04-11T20:56:48.590Z,"32km E of Old Faithful Geyser, Wyoming",earthquake,0.31,0.72,0.063,3,reviewed,uu,uu
2018-04-11T20:32:17.540Z,46.8798333,-112.5353333,9.71,0.25,md,9,106,0.191,0.1,mb,mb80289259,2018-04-11T23:07:18.460Z,"13km SE of Lincoln, Montana",earthquake,0.37,1.44,0.317,2,reviewed,mb,mb
2018-04-11T20:21:31.930Z,38.8128319,-122.8213348,2.21,0.88,md,15,99,0.007295,0.04,nc,nc72998386,2018-04-11T20:40:02.651Z,"7km NW of The Geysers, CA",earthquake,0.4,0.32,0.12,5,automatic,nc,nc
2018-04-11T20:20:08.721Z,63.3101,-149.8431,95.5,1.8,ml,,,,0.55,ak,ak19231980,2018-04-11T20:24:58.487Z,"45km W of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-04-11T20:12:04.220Z,19.383667,-155.2821655,8.36,1.89,md,22,72,0.01282,0.25,hv,hv70076881,2018-04-11T20:15:01.670Z,"6km SW of Volcano, Hawaii",earthquake,0.59,0.82,0.27,10,automatic,hv,hv
2018-04-11T19:58:51.610Z,38.8235016,-122.8128357,2.8,0.56,md,7,142,0.00216,0.02,nc,nc72998376,2018-04-11T20:15:03.861Z,"7km NW of The Geysers, CA",earthquake,0.59,1.39,,1,automatic,nc,nc
